base_strc,alloy,x,version,cation,cation_no,angle_label,angle_pair,bond_angle_deg
InN,Y,0.056,v0,In,29,N-In-N,1-3,110.5831
InN,Y,0.056,v0,In,29,N-In-N,1-4,110.5832
InN,Y,0.056,v0,In,29,N-In-N,2-3,108.1885
InN,Y,0.056,v0,In,29,N-In-N,2-4,108.1885
InN,Y,0.056,v0,In,29,N-In-N,3-4,110.7669
InN,Y,0.056,v0,In,30,N-In-N,1-2,111.1825
InN,Y,0.056,v0,In,30,N-In-N,1-3,110.4633
InN,Y,0.056,v0,In,30,N-In-N,1-4,107.6851
InN,Y,0.056,v0,In,30,N-In-N,2-3,110.6648
InN,Y,0.056,v0,In,30,N-In-N,2-4,108.5284
InN,Y,0.056,v0,In,30,N-In-N,3-4,108.2004
InN,Y,0.056,v0,In,31,N-In-N,1-2,109.3395
InN,Y,0.056,v0,In,31,N-In-N,1-3,112.4971
InN,Y,0.056,v0,In,31,N-In-N,1-4,107.8267
InN,Y,0.056,v0,In,31,N-In-N,2-3,111.3994
InN,Y,0.056,v0,In,31,N-In-N,2-4,108.3243
InN,Y,0.056,v0,In,31,N-In-N,3-4,107.2874
InN,Y,0.056,v0,In,32,N-In-N,1-2,106.8271
InN,Y,0.056,v0,In,32,N-In-N,1-3,108.7114
InN,Y,0.056,v0,In,32,N-In-N,1-4,108.5547
InN,Y,0.056,v0,In,32,N-In-N,2-3,111.0148
InN,Y,0.056,v0,In,32,N-In-N,2-4,110.9765
InN,Y,0.056,v0,In,32,N-In-N,3-4,110.6241
InN,Y,0.056,v0,In,33,N-In-N,1-2,111.1824
InN,Y,0.056,v0,In,33,N-In-N,1-3,110.4633
InN,Y,0.056,v0,In,33,N-In-N,1-4,107.6851
InN,Y,0.056,v0,In,33,N-In-N,2-3,110.6648
InN,Y,0.056,v0,In,33,N-In-N,2-4,108.5284
InN,Y,0.056,v0,In,33,N-In-N,3-4,108.2004
InN,Y,0.056,v0,In,34,N-In-N,1-2,108.1804
InN,Y,0.056,v0,In,34,N-In-N,1-3,108.1804
InN,Y,0.056,v0,In,34,N-In-N,1-4,107.6341
InN,Y,0.056,v0,In,34,N-In-N,2-3,110.4064
InN,Y,0.056,v0,In,34,N-In-N,2-4,111.1522
InN,Y,0.056,v0,In,34,N-In-N,3-4,111.1523
InN,Y,0.056,v0,Y,35,N-Y-N,1-2,114.4058
InN,Y,0.056,v0,Y,35,N-Y-N,1-3,112.7172
InN,Y,0.056,v0,Y,35,N-Y-N,1-4,105.6904
InN,Y,0.056,v0,Y,35,N-Y-N,2-3,112.7172
InN,Y,0.056,v0,Y,35,N-Y-N,2-4,105.6904
InN,Y,0.056,v0,Y,35,N-Y-N,3-4,104.5723
InN,Y,0.056,v0,Y,36,N-Y-N,1-2,111.2311
InN,Y,0.056,v0,Y,36,N-Y-N,1-3,111.2312
InN,Y,0.056,v0,Y,36,N-Y-N,1-4,107.1241
InN,Y,0.056,v0,Y,36,N-Y-N,2-3,111.6169
InN,Y,0.056,v0,Y,36,N-Y-N,2-4,107.7008
InN,Y,0.056,v0,Y,36,N-Y-N,3-4,107.7007
InN,Y,0.056,v1,In,1,N-In-N,1-2,108.9785
InN,Y,0.056,v1,In,1,N-In-N,1-3,108.3974
InN,Y,0.056,v1,In,1,N-In-N,1-4,111.2456
InN,Y,0.056,v1,In,1,N-In-N,2-3,109.1389
InN,Y,0.056,v1,In,1,N-In-N,2-4,110.6395
InN,Y,0.056,v1,In,1,N-In-N,3-4,108.3883
InN,Y,0.056,v1,In,2,N-In-N,1-2,107.8376
InN,Y,0.056,v1,In,2,N-In-N,1-3,107.9443
InN,Y,0.056,v1,In,2,N-In-N,1-4,108.6738
InN,Y,0.056,v1,In,2,N-In-N,2-3,110.7238
InN,Y,0.056,v1,In,2,N-In-N,2-4,110.9611
InN,Y,0.056,v1,In,2,N-In-N,3-4,110.5867
InN,Y,0.056,v1,In,3,N-In-N,1-2,110.9889
InN,Y,0.056,v1,In,3,N-In-N,1-3,110.681
InN,Y,0.056,v1,In,3,N-In-N,1-4,108.3445
InN,Y,0.056,v1,In,3,N-In-N,2-3,110.7068
InN,Y,0.056,v1,In,3,N-In-N,2-4,107.7121
InN,Y,0.056,v1,In,3,N-In-N,3-4,108.2897
InN,Y,0.056,v1,In,4,N-In-N,1-2,111.1149
InN,Y,0.056,v1,In,4,N-In-N,1-3,110.6564
InN,Y,0.056,v1,In,4,N-In-N,1-4,108.1391
InN,Y,0.056,v1,In,4,N-In-N,2-3,110.6567
InN,Y,0.056,v1,In,4,N-In-N,2-4,108.1387
InN,Y,0.056,v1,In,4,N-In-N,3-4,108.0139
InN,Y,0.056,v1,In,5,N-In-N,1-2,107.9125
InN,Y,0.056,v1,In,5,N-In-N,1-3,107.6551
InN,Y,0.056,v1,In,5,N-In-N,1-4,107.6548
InN,Y,0.056,v1,In,5,N-In-N,2-3,111.1682
InN,Y,0.056,v1,In,5,N-In-N,2-4,111.1677
InN,Y,0.056,v1,In,5,N-In-N,3-4,111.0983
InN,Y,0.056,v1,In,6,N-In-N,1-2,108.199
InN,Y,0.056,v1,In,6,N-In-N,1-3,107.8985
InN,Y,0.056,v1,In,6,N-In-N,1-4,107.247
InN,Y,0.056,v1,In,6,N-In-N,2-3,111.1878
InN,Y,0.056,v1,In,6,N-In-N,2-4,111.2129
InN,Y,0.056,v1,In,6,N-In-N,3-4,110.9171
InN,Y,0.056,v1,In,7,N-In-N,1-2,112.4959
InN,Y,0.056,v1,In,7,N-In-N,1-3,107.4099
InN,Y,0.056,v1,In,7,N-In-N,1-4,111.286
InN,Y,0.056,v1,In,7,N-In-N,2-3,106.7694
