base_strc,alloy,x,version,cation,cation_no,anion,bond_label,bond_index,bond_length_A
GaN,B,0.056,v2,Ga,27,N,Ga-N,3,1.933384
GaN,B,0.056,v2,Ga,27,N,Ga-N,4,1.942505
GaN,B,0.056,v2,Ga,28,N,Ga-N,1,1.92063
GaN,B,0.056,v2,Ga,28,N,Ga-N,2,1.92063
GaN,B,0.056,v2,Ga,28,N,Ga-N,3,1.945225
GaN,B,0.056,v2,Ga,28,N,Ga-N,4,1.965958
GaN,B,0.056,v2,Ga,29,N,Ga-N,1,1.916516
GaN,B,0.056,v2,Ga,29,N,Ga-N,2,1.927095
GaN,B,0.056,v2,Ga,29,N,Ga-N,3,1.965807
GaN,B,0.056,v2,Ga,29,N,Ga-N,4,1.985318
GaN,B,0.056,v2,Ga,30,N,Ga-N,1,1.919766
GaN,B,0.056,v2,Ga,30,N,Ga-N,2,1.919879
GaN,B,0.056,v2,Ga,30,N,Ga-N,3,1.972894
GaN,B,0.056,v2,Ga,30,N,Ga-N,4,1.988629
